YYMMDD, HHMMSS.ms ,SofDay.ms ,   kS,    Vp, IFull, HV0nc,Polar,Azimuth,GSEPol, GSEAz,GSEPAb,GSEAzAb,RT, DSSPol,DSSAzim,  Delta,GSEDPol,GSEDAzm
140825, 222337.141, 80617.141,  9.2, 248.0,0.0804, 314.6,18.88,  48.07,  9.70, 168.3,  3.23,  142.1,  
140825, 222337.172, 80617.172,  9.2, 248.0,0.0803, 299.0,18.87,  48.14,  9.69, 168.1,  3.24,  141.6,  
140825, 222337.203, 80617.203,  9.2, 248.0,0.0804, 326.4,18.88,  48.07,  9.70, 168.3,  3.23,  142.1,  
140825, 222337.235, 80617.235,  9.2, 248.0,0.0804, 311.6,18.88,  48.07,  9.70, 168.3,  3.23,  142.1,  
140825, 222337.266, 80617.266,  9.2, 248.0,0.0805, 305.7,18.89,  48.17,  9.71, 168.1,  3.26,  141.7,  
140825, 222337.297, 80617.297,  9.2, 248.0,0.0806, 327.8,18.89,  48.27,  9.71, 167.9,  3.28,  141.2,  
140825, 222337.328, 80617.328,  9.2, 248.0,0.0806, 306.1,18.90,  48.10,  9.71, 168.2,  3.25,  142.1,  
140825, 222337.360, 80617.360,  9.2, 248.0,0.0806, 311.2,18.84,  48.16,  9.66, 168.1,  3.22,  141.2,  
140825, 222337.391, 80617.391,  9.2, 248.0,0.0805, 326.6,18.84,  48.06,  9.65, 168.3,  3.20,  141.7,  
140825, 222337.422, 80617.422,  9.2, 248.0,0.0807, 302.3,18.91,  48.03,  9.72, 168.4,  3.25,  142.5,  
140825, 222337.453, 80617.453,  9.2, 248.0,0.0807, 317.2,18.91,  48.03,  9.72, 168.4,  3.25,  142.5,  
140825, 222337.485, 80617.485,  9.2, 248.0,0.0806, 323.0,18.90,  48.20,  9.72, 168.0,  3.28,  141.7,  
140825, 222337.516, 80617.516,  9.2, 248.0,0.0806, 300.9,18.89,  48.27,  9.71, 167.9,  3.28,  141.2,  
140825, 222337.547, 80617.547,  9.2, 248.0,0.0806, 322.6,18.90,  48.10,  9.71, 168.2,  3.25,  142.1,  
140825, 222337.578, 80617.578,  9.2, 248.0,0.0804, 317.6,18.87,  48.24,  9.70, 168.0,  3.26,  141.2,  
140825, 222337.610, 80617.610,  9.2, 248.0,0.0803, 302.3,18.87,  48.14,  9.69, 168.1,  3.24,  141.6,  
140825, 222337.641, 80617.641,  9.2, 248.0,0.0803, 329.2,18.87,  48.14,  9.69, 168.1,  3.24,  141.6,  
140825, 222337.672, 80617.672,  9.2, 248.0,0.0805, 314.1,18.93,  48.27,  9.76, 167.9,  3.32,  141.6,  
140825, 222337.703, 80617.703,  9.2, 248.0,0.0802, 296.0,18.86,  48.04,  9.68, 168.3,  3.21,  142.1,  
140825, 222337.735, 80617.735,  9.2, 248.0,0.0802, 328.7,18.86,  48.04,  9.68, 168.3,  3.21,  142.1,  
140825, 222337.766, 80617.766,  9.2, 248.0,0.0802, 322.2,18.85,  48.11,  9.67, 168.2,  3.22,  141.6,  
140825, 222337.797, 80617.797,  9.2, 248.0,0.0802, 297.0,18.85,  48.11,  9.67, 168.2,  3.22,  141.6,  
140825, 222337.828, 80617.828,  9.2, 248.0,0.0802, 322.3,18.85,  48.11,  9.67, 168.2,  3.22,  141.6,  
140825, 222337.860, 80617.860,  9.2, 248.0,0.0802, 317.6,18.86,  48.21,  9.68, 168.0,  3.24,  141.2,  
